의안번호,의원,정당,표결결과
2107251,김웅,국민의힘,찬성
2107251,김윤덕,더불어민주당,찬성
2107251,김은혜,국민의힘,기권
2107251,김정재,국민의힘,찬성
2107251,김주영,더불어민주당,찬성
2107251,김철민,더불어민주당,찬성
2107251,김태년,더불어민주당,찬성
2107251,김태흠,국민의힘,찬성
2107251,김한정,더불어민주당,찬성
2107251,김형동,국민의힘,찬성
2107251,김홍걸,무소속,찬성
2107251,김회재,더불어민주당,찬성
2107251,김희곤,국민의힘,찬성
2107251,김희국,국민의힘,찬성
2107251,남인순,더불어민주당,찬성
2107251,노웅래,더불어민주당,찬성
2107251,류성걸,국민의힘,찬성
2107251,류호정,정의당,찬성
2107251,맹성규,더불어민주당,찬성
2107251,문정복,더불어민주당,찬성
2107251,문진석,더불어민주당,찬성
2107251,민병덕,더불어민주당,찬성
2107251,민형배,더불어민주당,찬성
2107251,민홍철,더불어민주당,찬성
2107251,박광온,더불어민주당,찬성
2107251,박대수,국민의힘,찬성
2107251,박대출,국민의힘,찬성
2107251,박상혁,더불어민주당,찬성
2107251,박성민,국민의힘,찬성
2107251,박성준,더불어민주당,찬성
2107251,박수영,국민의힘,찬성
2107251,박영순,더불어민주당,찬성
2107251,박완수,국민의힘,찬성
2107251,박완주,더불어민주당,찬성
2107251,박재호,더불어민주당,찬성
2107251,박정,더불어민주당,찬성
2107251,박주민,더불어민주당,찬성
2107251,박진,국민의힘,찬성
2107251,박찬대,더불어민주당,찬성
2107251,박형수,국민의힘,찬성
2107251,박홍근,더불어민주당,찬성
2107251,배준영,국민의힘,찬성
2107251,배진교,정의당,찬성
2107251,배현진,국민의힘,찬성
2107251,백종헌,국민의힘,찬성
2107251,백혜련,더불어민주당,찬성
2107251,변재일,더불어민주당,찬성
2107251,서동용,더불어민주당,찬성
2107251,서병수,국민의힘,찬성
2107251,서영교,더불어민주당,찬성
2107251,서영석,더불어민주당,찬성
2107251,서일준,국민의힘,찬성
2107251,설훈,더불어민주당,찬성
2107251,소병철,더불어민주당,찬성
2107251,소병훈,더불어민주당,찬성
2107251,송갑석,더불어민주당,찬성
2107251,송석준,국민의힘,찬성
2107251,송옥주,더불어민주당,찬성
2107251,송재호,더불어민주당,찬성
2107251,신동근,더불어민주당,찬성
2107251,신영대,더불어민주당,찬성
2107251,신원식,국민의힘,찬성
2107251,신정훈,더불어민주당,찬성
2107251,신현영,더불어민주당,찬성
2107251,심상정,정의당,찬성
2107251,안규백,더불어민주당,찬성
2107251,안민석,더불어민주당,찬성
2107251,안병길,국민의힘,찬성
2107251,안호영,더불어민주당,찬성
2107251,양기대,더불어민주당,찬성
2107251,양이원영,더불어민주당,찬성
2107251,양정숙,무소속,찬성
2107251,양향자,더불어민주당,찬성
2107251,어기구,더불어민주당,찬성
2107251,엄태영,국민의힘,찬성
2107251,오영환,더불어민주당,찬성
2107251,용혜인,기본소득당,찬성
2107251,우원식,더불어민주당,찬성
2107251,위성곤,더불어민주당,찬성
2107251,유경준,국민의힘,찬성
2107251,유기홍,더불어민주당,찬성
2107251,유동수,더불어민주당,찬성
2107251,유상범,국민의힘,찬성
2107251,유의동,국민의힘,찬성
2107251,유정주,더불어민주당,찬성
2107251,윤건영,더불어민주당,찬성
2107251,윤관석,더불어민주당,찬성
2107251,윤두현,국민의힘,찬성
2107251,윤미향,더불어민주당,찬성
2107251,윤영석,국민의힘,찬성
2107251,윤영찬,더불어민주당,찬성
2107251,윤재갑,더불어민주당,찬성
2107251,윤주경,국민의힘,찬성
2107251,윤준병,더불어민주당,찬성
2107251,윤창현,국민의힘,찬성
2107251,윤한홍,국민의힘,찬성
2107251,윤호중,더불어민주당,찬성
2107251,윤희숙,국민의힘,찬성
2107251,이개호,더불어민주당,찬성
2107251,이규민,더불어민주당,찬성
2107251,이달곤,국민의힘,찬성
2107251,이동주,더불어민주당,찬성
2107251,이만희,국민의힘,찬성
2107251,이상헌,더불어민주당,찬성
2107251,이성만,더불어민주당,찬성
2107251,이소영,더불어민주당,찬성
2107251,이수진,더불어민주당,찬성
2107251,이용,국민의힘,찬성
2107251,이용우,더불어민주당,찬성
2107251,이원욱,더불어민주당,찬성
2107251,이원택,더불어민주당,찬성
2107251,이은주,정의당,찬성
2107251,이장섭,더불어민주당,찬성
2107251,이재정,더불어민주당,찬성
2107251,이정문,더불어민주당,찬성
2107251,이종배,국민의힘,찬성
2107251,이주환,국민의힘,찬성
2107251,이철규,국민의힘,찬성
2107251,이탄희,더불어민주당,찬성
2107251,이태규,국민의당,찬성
2107251,이학영,더불어민주당,찬성
2107251,이해식,더불어민주당,찬성
2107251,이헌승,국민의힘,찬성
2107251,이형석,더불어민주당,찬성
2107251,인재근,더불어민주당,찬성
2107251,임오경,더불어민주당,찬성
2107251,임이자,국민의힘,찬성
2107251,임종성,더불어민주당,찬성
2107251,임호선,더불어민주당,찬성
2107251,장경태,더불어민주당,찬성
2107251,장제원,국민의힘,찬성
2107251,장혜영,정의당,찬성
2107251,전용기,더불어민주당,찬성
2107251,전재수,더불어민주당,찬성
2107251,전혜숙,더불어민주당,찬성
2107251,정경희,국민의힘,찬성
2107251,정동만,국민의힘,찬성
2107251,정일영,더불어민주당,찬성
2107251,정찬민,국민의힘,찬성
2107251,정춘숙,더불어민주당,찬성
2107251,정태호,더불어민주당,찬성
2107251,정필모,더불어민주당,찬성
2107251,정희용,국민의힘,찬성
2107251,조수진,국민의힘,찬성
2107251,조승래,더불어민주당,찬성
2107251,조오섭,더불어민주당,찬성
2107251,조응천,더불어민주당,찬성
2107251,조정식,더불어민주당,찬성
2107251,지성호,국민의힘,찬성
2107251,최강욱,열린민주당,찬성
2107251,최기상,더불어민주당,찬성
2107251,최승재,국민의힘,찬성
2107251,최연숙,국민의당,찬성
2107251,최인호,더불어민주당,찬성
2107251,최종윤,더불어민주당,찬성
2107251,최춘식,국민의힘,찬성
2107251,최형두,국민의힘,찬성
2107251,최혜영,더불어민주당,찬성
2107251,추경호,국민의힘,찬성
2107251,태영호,국민의힘,찬성
2107251,하영제,국민의힘,찬성
2107251,한기호,국민의힘,찬성
2107251,한무경,국민의힘,기권
2107251,한병도,더불어민주당,찬성
2107251,한준호,더불어민주당,찬성
2107251,허영,더불어민주당,찬성
2107251,허은아,국민의힘,찬성
2107251,허종식,더불어민주당,찬성
2107251,홍석준,국민의힘,찬성
2107251,홍영표,더불어민주당,찬성
2107251,홍익표,더불어민주당,찬성
2107251,홍정민,더불어민주당,찬성
2107251,홍준표,무소속,찬성
2107251,황보승희,국민의힘,찬성
2107251,황희,더불어민주당,찬성
2107250,강민국,국민의힘,찬성
2107250,김두관,더불어민주당,찬성
2107250,김원이,더불어민주당,찬성
2107250,김진표,더불어민주당,찬성
2107250,송영길,더불어민주당,찬성
2107250,양금희,국민의힘,찬성
2107250,오영훈,더불어민주당,찬성
2107250,이용빈,더불어민주당,찬성
2107250,이종성,국민의힘,찬성
2107250,전주혜,국민의힘,찬성
2107250,정청래,더불어민주당,찬성
2107250,조명희,국민의힘,찬성
2107250,조정훈,시대전환,찬성
2107250,조태용,국민의힘,기권
2107250,홍성국,더불어민주당,찬성
2107250,강대식,국민의힘,찬성
2107250,강득구,더불어민주당,찬성
2107250,강민정,열린민주당,찬성
2107250,강병원,더불어민주당,찬성
2107250,강선우,더불어민주당,찬성
2107250,강준현,더불어민주당,찬성
2107250,강훈식,더불어민주당,찬성
2107250,고민정,더불어민주당,찬성
2107250,고영인,더불어민주당,찬성
2107250,고용진,더불어민주당,찬성
2107250,곽상도,국민의힘,찬성
2107250,구자근,국민의힘,찬성
2107250,권명호,국민의힘,기권
2107250,권성동,국민의힘,찬성
2107250,권영세,국민의힘,찬성
2107250,권은희,국민의당,찬성
2107250,권인숙,더불어민주당,찬성
2107250,권칠승,더불어민주당,찬성
2107250,기동민,더불어민주당,찬성
2107250,김경만,더불어민주당,찬성
2107250,김교흥,더불어민주당,찬성
2107250,김남국,더불어민주당,찬성
2107250,김도읍,국민의힘,찬성
2107250,김미애,국민의힘,찬성
2107250,김민기,더불어민주당,찬성
2107250,김민석,더불어민주당,찬성
2107250,김민철,더불어민주당,찬성
2107250,김병기,더불어민주당,찬성
2107250,김병욱,더불어민주당,찬성
2107250,김병주,더불어민주당,찬성
2107250,김상희,더불어민주당,찬성
2107250,김선교,국민의힘,찬성
2107250,김성원,국민의힘,찬성
2107250,김성주,더불어민주당,찬성
2107250,김수흥,더불어민주당,찬성
2107250,김승남,더불어민주당,찬성
2107250,김승원,더불어민주당,찬성
2107250,김영배,더불어민주당,찬성
2107250,김영식,국민의힘,찬성
2107250,김영주,더불어민주당,찬성
2107250,김영호,더불어민주당,찬성
2107250,김예지,국민의힘,찬성
2107250,김용민,더불어민주당,찬성
2107250,김용판,국민의힘,찬성
2107250,김웅,국민의힘,기권
2107250,김윤덕,더불어민주당,찬성
2107250,김은혜,국민의힘,기권
2107250,김정재,국민의힘,찬성
2107250,김정호,더불어민주당,찬성
2107250,김진애,열린민주당,찬성
2107250,김철민,더불어민주당,찬성
2107250,김태년,더불어민주당,찬성
2107250,김태흠,국민의힘,찬성
2107250,김형동,국민의힘,찬성
2107250,김홍걸,무소속,찬성
2107250,김회재,더불어민주당,찬성
2107250,김희곤,국민의힘,찬성
2107250,김희국,국민의힘,찬성
2107250,남인순,더불어민주당,찬성
2107250,노웅래,더불어민주당,찬성
2107250,도종환,더불어민주당,찬성
2107250,류성걸,국민의힘,찬성
2107250,류호정,정의당,찬성
2107250,맹성규,더불어민주당,찬성
2107250,문정복,더불어민주당,찬성
2107250,문진석,더불어민주당,찬성
2107250,민병덕,더불어민주당,찬성
2107250,민형배,더불어민주당,찬성
2107250,민홍철,더불어민주당,찬성
2107250,박광온,더불어민주당,찬성
2107250,박대수,국민의힘,찬성
2107250,박대출,국민의힘,찬성
2107250,박병석,무소속,찬성
2107250,박상혁,더불어민주당,찬성
2107250,박성민,국민의힘,기권
2107250,박성준,더불어민주당,찬성
2107250,박성중,국민의힘,찬성
2107250,박수영,국민의힘,찬성
2107250,박영순,더불어민주당,찬성
2107250,박완주,더불어민주당,찬성
2107250,박용진,더불어민주당,찬성
2107250,박재호,더불어민주당,찬성
2107250,박정,더불어민주당,찬성
2107250,박주민,더불어민주당,찬성
2107250,박진,국민의힘,찬성
2107250,박찬대,더불어민주당,찬성
2107250,박형수,국민의힘,기권
2107250,박홍근,더불어민주당,찬성
2107250,배준영,국민의힘,찬성
2107250,배진교,정의당,찬성
2107250,배현진,국민의힘,찬성
2107250,백종헌,국민의힘,찬성
2107250,백혜련,더불어민주당,찬성
2107250,서동용,더불어민주당,찬성
2107250,서범수,국민의힘,찬성
2107250,서병수,국민의힘,찬성
2107250,서삼석,더불어민주당,찬성
2107250,서영교,더불어민주당,찬성
2107250,서영석,더불어민주당,찬성
2107250,서일준,국민의힘,기권
2107250,설훈,더불어민주당,찬성
2107250,성일종,국민의힘,찬성
2107250,소병훈,더불어민주당,찬성
2107250,송갑석,더불어민주당,찬성
2107250,송기헌,더불어민주당,찬성
2107250,송석준,국민의힘,찬성
2107250,송언석,무소속,찬성
2107250,송재호,더불어민주당,찬성
2107250,신영대,더불어민주당,찬성
2107250,신원식,국민의힘,찬성
2107250,신정훈,더불어민주당,찬성
2107250,신현영,더불어민주당,찬성
2107250,심상정,정의당,찬성
2107250,안규백,더불어민주당,찬성
2107250,안민석,더불어민주당,찬성
2107250,안병길,국민의힘,찬성
2107250,양경숙,더불어민주당,찬성
2107250,양기대,더불어민주당,찬성
2107250,양이원영,더불어민주당,찬성
2107250,양향자,더불어민주당,찬성
2107250,어기구,더불어민주당,찬성
2107250,오기형,더불어민주당,찬성
2107250,오영환,더불어민주당,찬성
2107250,용혜인,기본소득당,찬성
2107250,우원식,더불어민주당,찬성
2107250,위성곤,더불어민주당,찬성
2107250,유경준,국민의힘,찬성
2107250,유기홍,더불어민주당,찬성
2107250,유동수,더불어민주당,찬성
2107250,유상범,국민의힘,찬성
2107250,유의동,국민의힘,찬성
2107250,유정주,더불어민주당,찬성
2107250,윤건영,더불어민주당,찬성
2107250,윤관석,더불어민주당,찬성
2107250,윤두현,국민의힘,기권
2107250,윤미향,더불어민주당,찬성
2107250,윤영덕,더불어민주당,찬성
2107250,윤영석,국민의힘,찬성
2107250,윤영찬,더불어민주당,찬성
2107250,윤재갑,더불어민주당,찬성
2107250,윤재옥,국민의힘,찬성
2107250,윤주경,국민의힘,찬성
2107250,윤준병,더불어민주당,찬성
2107250,윤창현,국민의힘,찬성
2107250,윤한홍,국민의힘,찬성
2107250,윤호중,더불어민주당,찬성
2107250,윤후덕,더불어민주당,찬성
2107250,윤희숙,국민의힘,찬성
2107250,이개호,더불어민주당,찬성
2107250,이규민,더불어민주당,찬성
2107250,이낙연,더불어민주당,찬성
2107250,이달곤,국민의힘,찬성
2107250,이명수,국민의힘,찬성
2107250,이병훈,더불어민주당,찬성
2107250,이상헌,더불어민주당,찬성
2107250,이성만,더불어민주당,찬성
2107250,이소영,더불어민주당,찬성
2107250,이수진,더불어민주당,찬성
2107250,이수진,더불어민주당,찬성
2107250,이영,국민의힘,찬성
2107250,이용,국민의힘,찬성
2107250,이용선,더불어민주당,찬성
2107250,이용우,더불어민주당,찬성
2107250,이원욱,더불어민주당,찬성
2107250,이은주,정의당,찬성
2107250,이장섭,더불어민주당,찬성
2107250,이재정,더불어민주당,찬성
2107250,이주환,국민의힘,찬성
2107250,이채익,국민의힘,찬성
2107250,이철규,국민의힘,찬성
2107250,이탄희,더불어민주당,찬성
2107250,이태규,국민의당,찬성
2107250,이학영,더불어민주당,찬성
2107250,이해식,더불어민주당,찬성
2107250,이헌승,국민의힘,찬성
2107250,이형석,더불어민주당,찬성
2107250,인재근,더불어민주당,찬성
2107250,임오경,더불어민주당,찬성
2107250,임이자,국민의힘,찬성
2107250,임종성,더불어민주당,찬성
2107250,임호선,더불어민주당,찬성
2107250,장경태,더불어민주당,찬성
2107250,장제원,국민의힘,찬성
2107250,장철민,더불어민주당,찬성
2107250,장혜영,정의당,찬성
2107250,전혜숙,더불어민주당,찬성
2107250,정동만,국민의힘,찬성
2107250,정성호,더불어민주당,찬성
2107250,정운천,국민의힘,찬성
2107250,정일영,더불어민주당,찬성
2107250,정찬민,국민의힘,찬성
2107250,정춘숙,더불어민주당,찬성
2107250,정태호,더불어민주당,찬성
2107250,정필모,더불어민주당,찬성
2107250,정희용,국민의힘,찬성
2107250,조수진,국민의힘,찬성
2107250,조승래,더불어민주당,찬성
2107250,조오섭,더불어민주당,찬성
2107250,조정식,더불어민주당,찬성
2107250,주철현,더불어민주당,찬성
2107250,지성호,국민의힘,찬성
2107250,진선미,더불어민주당,찬성
2107250,진성준,더불어민주당,찬성
2107250,천준호,더불어민주당,찬성
2107250,최강욱,열린민주당,찬성
2107250,최기상,더불어민주당,찬성
2107250,최승재,국민의힘,찬성
2107250,최연숙,국민의당,찬성
2107250,최인호,더불어민주당,찬성
2107250,최종윤,더불어민주당,찬성
2107250,최춘식,국민의힘,찬성
2107250,최형두,국민의힘,찬성
2107250,최혜영,더불어민주당,찬성
2107250,추경호,국민의힘,찬성
2107250,태영호,국민의힘,찬성
2107250,하영제,국민의힘,찬성
2107250,한기호,국민의힘,찬성
2107250,한무경,국민의힘,찬성
2107250,한병도,더불어민주당,찬성
2107250,한준호,더불어민주당,찬성
2107250,허영,더불어민주당,찬성
2107250,허은아,국민의힘,찬성
2107250,허종식,더불어민주당,찬성
2107250,홍기원,더불어민주당,찬성
2107250,홍석준,국민의힘,기권
2107250,홍영표,더불어민주당,찬성
2107250,홍익표,더불어민주당,찬성
2107250,홍준표,무소속,찬성
2107250,황희,더불어민주당,찬성
2107250,김경협,더불어민주당,찬성
2107250,김성환,더불어민주당,찬성
2107250,김주영,더불어민주당,찬성
2107250,김한정,더불어민주당,찬성
2107250,박완수,국민의힘,찬성
2107250,소병철,더불어민주당,찬성
2107250,송옥주,더불어민주당,찬성
2107250,신동근,더불어민주당,찬성
2107250,안호영,더불어민주당,찬성
2107250,양정숙,무소속,찬성
2107250,이동주,더불어민주당,찬성
2107250,이만희,국민의힘,찬성
2107250,이원택,더불어민주당,찬성
2107250,이정문,더불어민주당,찬성
2107250,전용기,더불어민주당,찬성
2107250,전재수,더불어민주당,찬성
2107250,정경희,국민의힘,찬성
2107250,조응천,더불어민주당,찬성
2107250,홍정민,더불어민주당,찬성
2107250,황보승희,국민의힘,찬성
2107249,강민국,국민의힘,기권
2107249,강병원,더불어민주당,찬성
2107249,김경만,더불어민주당,기권
2107249,김남국,더불어민주당,찬성
2107249,김두관,더불어민주당,찬성
2107249,김민기,더불어민주당,찬성
2107249,김병욱,더불어민주당,찬성
2107249,김상희,더불어민주당,찬성
2107249,김선교,국민의힘,기권
2107249,김성주,더불어민주당,찬성
2107249,김영식,국민의힘,기권
2107249,김영주,더불어민주당,찬성
2107249,김예지,국민의힘,기권
2107249,김원이,더불어민주당,찬성
2107249,김정호,더불어민주당,찬성
2107249,김진애,열린민주당,기권
2107249,김진표,더불어민주당,찬성
2107249,김철민,더불어민주당,찬성
2107249,김회재,더불어민주당,찬성
2107249,도종환,더불어민주당,찬성
2107249,박광온,더불어민주당,찬성
2107249,박병석,무소속,찬성
2107249,박용진,더불어민주당,기권
2107249,배준영,국민의힘,기권
2107249,서범수,국민의힘,반대
2107249,서삼석,더불어민주당,찬성
2107249,성일종,국민의힘,기권
2107249,송기헌,더불어민주당,찬성
2107249,송언석,무소속,기권
2107249,송영길,더불어민주당,찬성
2107249,신현영,더불어민주당,찬성
2107249,안규백,더불어민주당,찬성
2107249,양경숙,더불어민주당,찬성
2107249,양금희,국민의힘,반대
2107249,양이원영,더불어민주당,찬성
2107249,오기형,더불어민주당,찬성
2107249,오영훈,더불어민주당,찬성
2107249,윤두현,국민의힘,반대
2107249,윤영덕,더불어민주당,찬성
2107249,윤재옥,국민의힘,반대
2107249,윤준병,더불어민주당,찬성
2107249,윤후덕,더불어민주당,찬성
2107249,이낙연,더불어민주당,찬성
2107249,이병훈,더불어민주당,찬성
2107249,이수진,더불어민주당,찬성
2107249,이영,국민의힘,반대
2107249,이용빈,더불어민주당,찬성
2107249,이용선,더불어민주당,찬성
2107249,이종성,국민의힘,기권
2107249,인재근,더불어민주당,찬성
2107249,임호선,더불어민주당,찬성
2107249,장제원,국민의힘,반대
2107249,장철민,더불어민주당,기권
2107249,전주혜,국민의힘,찬성
2107249,정성호,더불어민주당,찬성
2107249,정운천,국민의힘,반대
2107249,정찬민,국민의힘,찬성
2107249,정청래,더불어민주당,찬성
2107249,조명희,국민의힘,반대
2107249,조정훈,시대전환,찬성
2107249,조태용,국민의힘,반대
2107249,주철현,더불어민주당,찬성
2107249,주호영,국민의힘,기권
2107249,진선미,더불어민주당,찬성
2107249,진성준,더불어민주당,찬성
2107249,천준호,더불어민주당,찬성
2107249,홍기원,더불어민주당,찬성
2107249,홍석준,국민의힘,반대
2107249,홍성국,더불어민주당,찬성
2107249,강대식,국민의힘,기권
2107249,강득구,더불어민주당,찬성
2107249,강민정,열린민주당,기권
2107249,강선우,더불어민주당,찬성
2107249,강은미,정의당,기권
2107249,강준현,더불어민주당,찬성
2107249,강훈식,더불어민주당,찬성
2107249,고민정,더불어민주당,찬성
2107249,고영인,더불어민주당,찬성
2107249,고용진,더불어민주당,찬성
2107249,곽상도,국민의힘,반대
2107249,구자근,국민의힘,기권
2107249,권명호,국민의힘,기권
2107249,권성동,국민의힘,반대
2107249,권영세,국민의힘,반대
2107249,권은희,국민의당,반대
2107249,권인숙,더불어민주당,찬성
2107249,권칠승,더불어민주당,찬성
2107249,기동민,더불어민주당,찬성
2107249,김교흥,더불어민주당,찬성
2107249,김도읍,국민의힘,기권
2107249,김미애,국민의힘,기권
2107249,김민석,더불어민주당,찬성
2107249,김민철,더불어민주당,찬성
2107249,김병기,더불어민주당,찬성
2107249,김병주,더불어민주당,찬성
2107249,김석기,국민의힘,반대
2107249,김성원,국민의힘,기권
2107249,김성환,더불어민주당,찬성
2107249,김수흥,더불어민주당,찬성
2107249,김승남,더불어민주당,찬성
2107249,김승원,더불어민주당,찬성
2107249,김영배,더불어민주당,찬성
2107249,김영진,더불어민주당,찬성
2107249,김영호,더불어민주당,찬성
2107249,김용민,더불어민주당,찬성
2107249,김용판,국민의힘,반대
2107249,김웅,국민의힘,기권
2107249,김윤덕,더불어민주당,찬성
2107249,김은혜,국민의힘,기권
2107249,김정재,국민의힘,기권
2107249,김주영,더불어민주당,기권
2107249,김태년,더불어민주당,찬성
2107249,김태흠,국민의힘,반대
2107249,김한정,더불어민주당,찬성
2107249,김형동,국민의힘,기권
2107249,김홍걸,무소속,기권
2107249,김희곤,국민의힘,반대
2107249,김희국,국민의힘,반대
2107249,남인순,더불어민주당,찬성
2107249,노웅래,더불어민주당,찬성
2107249,류성걸,국민의힘,반대
2107249,류호정,정의당,기권
2107249,맹성규,더불어민주당,찬성
2107249,문정복,더불어민주당,찬성
2107249,문진석,더불어민주당,찬성
2107249,민병덕,더불어민주당,찬성
2107249,민형배,더불어민주당,찬성
2107249,민홍철,더불어민주당,찬성
2107249,박대수,국민의힘,기권
2107249,박대출,국민의힘,기권
2107249,박상혁,더불어민주당,찬성
2107249,박성민,국민의힘,반대
2107249,박성준,더불어민주당,찬성
2107249,박수영,국민의힘,반대
2107249,박영순,더불어민주당,찬성
2107249,박완수,국민의힘,반대
2107249,박완주,더불어민주당,찬성
2107249,박재호,더불어민주당,찬성
2107249,박정,더불어민주당,찬성
2107249,박주민,더불어민주당,찬성
2107249,박진,국민의힘,반대
2107249,박찬대,더불어민주당,찬성
2107249,박형수,국민의힘,반대
2107249,박홍근,더불어민주당,찬성
2107249,배진교,정의당,기권
2107249,배현진,국민의힘,반대
2107249,백종헌,국민의힘,반대
2107249,백혜련,더불어민주당,찬성
2107249,변재일,더불어민주당,찬성
2107249,서동용,더불어민주당,찬성
2107249,서병수,국민의힘,반대
2107249,서영교,더불어민주당,찬성
2107249,서영석,더불어민주당,찬성
2107249,서일준,국민의힘,기권
2107249,설훈,더불어민주당,찬성
2107249,소병철,더불어민주당,찬성
2107249,소병훈,더불어민주당,찬성
2107249,송갑석,더불어민주당,찬성
2107249,송석준,국민의힘,반대
2107249,송옥주,더불어민주당,찬성
2107249,송재호,더불어민주당,찬성
2107249,신동근,더불어민주당,찬성
2107249,신영대,더불어민주당,찬성
2107249,신원식,국민의힘,반대
2107249,신정훈,더불어민주당,찬성
2107249,심상정,정의당,기권
2107249,안민석,더불어민주당,찬성
2107249,안병길,국민의힘,반대
2107249,안호영,더불어민주당,찬성
2107249,양기대,더불어민주당,찬성
2107249,양정숙,무소속,찬성
2107249,양향자,더불어민주당,찬성
2107249,어기구,더불어민주당,찬성
2107249,엄태영,국민의힘,기권
2107249,오영환,더불어민주당,찬성
2107249,용혜인,기본소득당,찬성
2107249,우원식,더불어민주당,찬성
2107249,위성곤,더불어민주당,찬성
2107249,유경준,국민의힘,반대
2107249,유기홍,더불어민주당,찬성
2107249,유동수,더불어민주당,찬성
2107249,유상범,국민의힘,찬성
2107249,유의동,국민의힘,기권
2107249,유정주,더불어민주당,찬성
2107249,윤건영,더불어민주당,찬성
2107249,윤관석,더불어민주당,찬성
2107249,윤미향,더불어민주당,찬성
2107249,윤영석,국민의힘,찬성
2107249,윤영찬,더불어민주당,찬성
2107249,윤재갑,더불어민주당,찬성
2107249,윤주경,국민의힘,기권
2107249,윤창현,국민의힘,기권
2107249,윤한홍,국민의힘,반대
2107249,윤호중,더불어민주당,찬성
2107249,윤희숙,국민의힘,기권
2107249,이개호,더불어민주당,찬성
2107249,이규민,더불어민주당,찬성
2107249,이달곤,국민의힘,기권
2107249,이동주,더불어민주당,찬성
2107249,이만희,국민의힘,기권
2107249,이상민,더불어민주당,찬성
2107249,이상헌,더불어민주당,찬성
2107249,이성만,더불어민주당,찬성
2107249,이소영,더불어민주당,찬성
2107249,이수진,더불어민주당,찬성
2107249,이용,국민의힘,기권
2107249,이용우,더불어민주당,찬성
2107249,이원욱,더불어민주당,반대
2107249,이원택,더불어민주당,찬성
2107249,이은주,정의당,기권
2107249,이장섭,더불어민주당,찬성
2107249,이정문,더불어민주당,찬성
2107249,이종배,국민의힘,기권
2107249,이주환,국민의힘,기권
2107249,이철규,국민의힘,기권
2107249,이태규,국민의당,반대
2107249,이학영,더불어민주당,찬성
2107249,이해식,더불어민주당,찬성
2107249,이헌승,국민의힘,반대
2107249,이형석,더불어민주당,찬성
2107249,임오경,더불어민주당,찬성
2107249,임이자,국민의힘,기권
2107249,임종성,더불어민주당,찬성
2107249,장경태,더불어민주당,찬성
2107249,장혜영,정의당,기권
2107249,전용기,더불어민주당,찬성
2107249,전재수,더불어민주당,찬성
2107249,전혜숙,더불어민주당,찬성
2107249,정경희,국민의힘,반대
2107249,정동만,국민의힘,기권
2107249,정일영,더불어민주당,찬성
2107249,정춘숙,더불어민주당,찬성
2107249,정태호,더불어민주당,찬성
2107249,정필모,더불어민주당,찬성
2107249,정희용,국민의힘,기권
2107249,조수진,국민의힘,기권
2107249,조승래,더불어민주당,찬성
2107249,조오섭,더불어민주당,찬성
2107249,조응천,더불어민주당,찬성
2107249,조정식,더불어민주당,찬성
2107249,지성호,국민의힘,기권
2107249,최강욱,열린민주당,기권
2107249,최승재,국민의힘,기권
2107249,최연숙,국민의당,반대
2107249,최종윤,더불어민주당,찬성
2107249,최춘식,국민의힘,반대
2107249,최형두,국민의힘,반대
2107249,최혜영,더불어민주당,찬성
2107249,추경호,국민의힘,반대
2107249,태영호,국민의힘,기권
2107249,하영제,국민의힘,기권
2107249,하태경,국민의힘,기권
2107249,한기호,국민의힘,반대
2107249,한무경,국민의힘,반대
2107249,한병도,더불어민주당,찬성
2107249,한준호,더불어민주당,찬성
2107249,허영,더불어민주당,찬성
2107249,허은아,국민의힘,기권
2107249,허종식,더불어민주당,찬성
2107249,홍영표,더불어민주당,찬성
2107249,홍익표,더불어민주당,찬성
2107249,홍정민,더불어민주당,찬성
2107249,홍준표,무소속,반대
2107249,황보승희,국민의힘,기권
2107249,황희,더불어민주당,찬성
2107249,김경협,더불어민주당,찬성
